Location,Price,Commission,TVA,Rooms,Size,Floor,Composition
Europa,175000,,False,2,60.0, Parter/6, Semidec
Borhanci,335000,,False,4,115.0, Parter/2, Semidec
Marasti,210000,,False,3,76.0, 4/4, Semidec
Manastur,169000,,False,3,64.0, 3/4, Semidec
Manastur,150000,,False,3,67.0, 6/10, Semidec
Manastur,205000,,False,3,65.0, 5/8, Dec
Borhanci,143500,,False,3,59.0, Parter/3, Semidec
Central,195800,,True,3,77.0, 2/7, Semidec
Manastur,159900,,False,3,61.0, 2/3, Semidec
Europa,178500,,False,2,61.0, Parter/3, Semidec
Marasti,185000,,False,3,79.0, 1/6, Dec
Campului,210000,,False,4,169.0, 2/2, Semidec
Manastur,175000,,False,4,77.0, 2/4, Dec
Manastur,172000,,False,3,66.0, 2/10, Dec
Gheorgheni,105000,,False,1,28.0, Parter/4, Dec
Campului,169000,Comision 0%,False,3,80.0, 8/8, Dec
Semicentral,125000,Comision 0%,False,2,46.6, 1/5, Dec
Grigorescu,124900,,False,2,56.0, 1/3, Semidec
Central,199999,,False,1,55.4, 1/1, Semidec
Grigorescu,100000,,False,2,50.12, 10/10, Dec
Iris,139999,,False,2,53.0, 2/2, Semidec
Iris,159000,,False,2,54.0, 2/5, Dec
Ultracentral,240000,,False,3,78.0, Parter/1, Semidec
Manastur,82000,,False,1,37.0, 1/2, Dec
Manastur,173000,,False,2,58.0, 2/6, Semidec
Manastur,109980,,False,2,58.0, 1/4, Semidec
Manastur,115000,,False,3,51.0, 4/4, Semidec
Horea,129000,,False,2,47.0, 1/5, Dec
Marasti,185000,,False,3,58.0, Parter/4, Dec
Zorilor,147000,,False,2,42.0, 1/3, Semidec
Marasti,185000,,False,3,65.0, 5/8, Dec
Marasti,200000,,False,4,78.0, 1/8, Dec
Marasti,200000,,False,4,76.0, 1/8, Dec
Central,160000,,False,3,60.0, Parter/4, Semidec
Manastur,95000,,False,2,37.0, 1/4, Semidec
Horea,115000,,False,2,47.0, 4/4, Semidec
Plopilor,215000,,False,3,73.0, 7/8, Dec
Gheorgheni,159000,,False,3,60.0, 2/4, Dec
Semicentral,134200,Comision 0%,True,2,52.17, Parter/6, Semidec
Central,379990,Comision 0%,False,4,99.0, Parter/2, Dec
Central,149000,,False,2,49.0, Parter/2, Semidec
Buna Ziua,220000,,False,3,70.0, 2/8, Dec
Gheorgheni,180000,,False,3,62.0, 3/4, Dec
Manastur,107000,,False,3,61.0, 5/5, Semidec
Europa,369000,,False,4,92.56, 1/2, Semidec
Iris,127000,,False,2,47.0, 1/2, Semidec
Manastur,166885,Comision 0%,True,3,73.85, 3/4, Semidec
Zorilor,359000,,False,6,184.0, 3/3, Dec
Semicentral,155900,Comision 0%,True,3,70.48, 2/6, Dec
Semicentral,188000,,False,3,75.0, 6/6, Dec
Manastur,162000,,False,3,69.0, 3/4, Dec
Manastur,98000,,False,2,40.0, Parter/4, Dec
Zorilor,295000,,False,3,82.0, Parter/10, Semidec
Calea Turzii,184500,Comision 0%,False,2,55.0, 2/5, Semidec
Zorilor,288000,,False,2,57.0, 4/14, Semidec
Plopilor,244000,,True,3,79.11, 3/10, Dec
Marasti,60000,,False,1,24.0, 4/4, Dec
Europa,177000,,False,3,71.0, Demisol/3, Semidec
Manastur,120000,,False,2,40.0, 4/10, Dec
Zorilor,300000,,True,3,90.0, 1/2, Dec
Borhanci,137000,,False,2,56.0, Parter/3, Semidec
Ultracentral,260000,Comision 0%,False,3,79.0, 2/2, Dec
Europa,285000,,False,3,66.0, 6/8, Semidec
Manastur,140000,,False,4,65.0, 2/10, Semidec
Manastur,175000,,False,3,76.0, 3/3, Semidec
Manastur,175000,,False,4,77.33, 2/4, Dec
Calea Turzii,194000,Comision 0%,False,2,55.0, 2/5, Semidec
Sopor,170000,,False,2,55.0, Parter, Semidec
Manastur,140000,,False,3,62.0, 8/10, Dec
Marasti,189000,,False,3,66.0, 9/9, Dec
Campului,145000,,False,3,67.0, Parter/4, Dec
Europa,225000,,False,3,68.0, 2/7, Semidec
Ultracentral,349000,Comision 0%,False,2,81.0, 1/1, Dec
Dambul Rotund,135000,,False,3,51.0, 3/3, Semidec
Central,160000,,False,2,44.0, Parter, Semidec
Manastur,165000,,False,3,68.0, 2/4, Dec
Manastur,164500,,False,4,86.0, 4/4, Semidec
Manastur,173000,,False,2,58.0, 2/6, Semidec
Marasti,75000,,False,1,27.0, 4/4, Dec
Gheorgheni,239000,,False,3,75.0, 8/10, Semidec
Manastur,185000,,False,3,65.0, 8/10, Dec
Central,69000,,False,1,19.0, Parter/1, Dec
Manastur,240000,,False,4,93.0, Parter/8, Dec
Manastur,159900,,False,3,57.0, 2/3, Dec
Buna Ziua,275000,,False,3,71.0, 8/9, Semidec
Europa,170000,,False,2,61.0, 7/7, Semidec
Marasti,200000,,False,4,76.0, 1/8, Dec
Zorilor,106800,,False,1,38.0, Parter/4, Dec
Marasti,300000,,False,3,73.0, 6/6, Semidec
Manastur,180000,,False,3,67.0, 1/8, Dec
Ultracentral,320000,,False,6,114.0, Parter/1, Semidec
Dambul Rotund,135000,,False,3,71.0, 5/6, Semidec
Dambul Rotund,135000,,False,2,47.0, 1/7, Semidec
Iris,165000,,False,3,65.0, 2/2, Semidec
Central,360000,,False,3,80.0, 1/4, Dec
Manastur,155000,,False,3,65.0, 4/4, Dec
Buna Ziua,245000,,False,3,80.0, 2/2, Semidec
Manastur,175000,Comision 0%,False,3,66.0, 2/10, Dec
Iris,165000,,False,3,63.0, 3/7, Dec
Buna Ziua,179000,,False,2,55.0, 2/5, Semidec
Marasti,194999,,False,3,66.0, 9/9, Dec
Dambul Rotund,117000,,False,2,45.0, 5/6, Dec
Manastur,119900,,False,3,53.0, 1/4, Semidec
Manastur,250000,,False,4,100.0, 2/4, Dec
Marasti,82000,,False,1,33.0, Parter/1, Semidec
Marasti,123900,,False,3,58.86, 4/6, Semidec
Marasti,157000,,False,2,58.0, 3/3, Dec
Grigorescu,599000,,False,4,130.0, Mansarda/1, Semidec
Dambul Rotund,125000,,False,2,55.0, 4/6, Dec
Dambul Rotund,125000,,False,2,54.0, 3/5, Dec
Iris,95000,,False,1,36.0, 10/10, Semidec
Europa,392000,,False,3,98.21, 1/2, Semidec
Central,173000,,False,2,47.0, 2/2, Semidec
Semicentral,110000,,False,2,75.0, Parter/1, Dec
Central,155900,,True,3,70.48, 2/6, Semidec
Ultracentral,370000,,False,3,80.0, 1/1, Semidec
Manastur,141980,,False,3,67.0, Parter/4, Dec
Dambul Rotund,117000,,False,3,49.0, Parter/4, Semidec
Borhanci,333500,,False,4,115.0, Parter/2, Semidec
Zorilor,299000,,False,4,119.0, 2/4, Dec
Iris,180000,,False,3,60.0, 3/10, Semidec
Manastur,150000,,False,4,70.0, 8/10, Dec
Manastur,189000,,False,3,67.0, 4/8, Dec
Gheorgheni,217800,Comision 0%,False,2,61.2, 4, Semidec
Central,165000,,False,2,39.0, 1/2, Semidec
Iris,157000,,False,3,66.0, 1/2, Semidec
Zorilor,135000,,False,2,54.5, 10, Dec
Manastur,104000,,False,2,39.75, 1/10, Dec
Manastur,175000,,False,3,66.0, 2/10, Dec
Europa,350000,,False,4,100.0, 3/3, Dec
Marasti,160000,,False,3,64.0, 4/4, Dec
Zorilor,230000,,False,3,80.0, 3/6, Dec
Gheorgheni,185000,,False,3,61.0, 1/4, Dec
Gheorgheni,210000,,False,2,61.31, 4/10, Semidec
Manastur,319000,,False,5,176.8, 1/2, Semidec
Manastur,319000,,False,5,176.8, Parter/2, Semidec
Marasti,220000,,False,5,125.0, 1/1, Dec
Gheorgheni,122000,,False,2,44.0, 4/10, Semidec
Central,195000,,False,3,95.0, 1/2, Semidec
Gruia,147000,,False,3,70.0, 4/4, Dec
Manastur,208000,,False,3,98.0, 5/5, Semidec
Iris,118000,,False,2,38.0, Parter/5, Semidec
Manastur,140000,,False,3,65.0, 4/4, Dec
Central,129000,,False,2,60.0, 4/5, Semidec
Plopilor,235000,Comision 0%,False,4,100.0, Parter/10, Dec
Central,187100,,True,4,91.0, 5/6, Semidec
Marasti,200000,,False,4,76.0, 1/8, Dec
Marasti,200000,Comision 0%,False,4,76.0, 1/8, Dec
Marasti,285000,,False,3,113.7, 1/8, Semidec
Dambul Rotund,135000,,False,2,52.0, 3/6, Dec
Manastur,119000,,False,3,61.0, 2/6, Semidec
Central,395000,,False,3,80.0, 1/4, Dec
Central,304150,,True,3,86.9, 1/5, Semidec
Manastur,156000,,False,3,61.0, 2/9, Dec
Manastur,105000,,False,2,57.0, 6/6, Semidec
Manastur,135000,,False,3,66.5, 4/4, Dec
Dambul Rotund,132000,,False,2,52.0, 3/5, Semidec
Campului,109900,,False,4,54.0, 4/4, Dec
Gheorgheni,172000,,False,2,56.0, 2/8, Dec
Iris,130000,,False,3,50.0, 2/4, Semidec
Campului,109000,,False,3,48.0, 4/4, Semidec
Marasti,72000,,False,3,35.0, 5/5, Semidec
Gheorgheni,180000,,False,2,52.0, 4/10, Semidec
Marasti,117000,,True,2,53.0, 2/6, Dec
Manastur,149000,,False,3,54.0, 3/4, Dec
Iris,168900,Comision 0%,False,2,50.0, 4/4, Semidec
Manastur,107000,Comision 0%,False,2,47.0, Parter/8, Dec
Horea,160000,Comision 0%,False,3,64.6, Parter, Semidec
Iris,95000,,False,2,41.0, 10/10, Dec
Iris,169000,,False,2,50.0, 4/4, Semidec
Europa,185000,,False,2,56.4, 7/7, Semidec
Manastur,209000,,False,4,93.0, 1/8, Dec
Central,185000,,False,2,58.0, 5/6, Semidec
Andrei Muresanu,359000,Comision 0%,True,5,128.0, 1/2, Dec
Zorilor,220000,,False,3,67.0, 2/4, Dec
Manastur,119900,,False,2,42.0, 10/10, Dec
Gheorgheni,260000,,False,4,90.0, 2/3, Dec
Gruia,250000,,False,2,78.0, 3/4, Dec
Gruia,265000,,False,3,106.0, Parter/2, Dec
Central,65000,Comision 0%,False,1,30.0, Demisol/4, Semidec
Iris,154000,,False,4,70.0, 4/5, Semidec
Grigorescu,216950,,True,3,77.8, 1/4, Semidec
Gheorgheni,152000,,False,2,43.0, 3/4, Dec
Marasti,210000,,False,3,68.0, 7/10, Dec
Buna Ziua,290000,,False,3,82.0, 4/4, Semidec
Plopilor,216000,,False,3,82.5, 4/4, Dec
Manastur,210000,,False,3,98.0, 1/2, Semidec
Manastur,159900,,False,3,61.0, 2/3, Semidec
Ultracentral,184000,,False,2,74.0, 1/1, Semidec
Borhanci,249000,,False,3,70.0, 2/2, Dec
Europa,165000,,True,3,72.0, Demisol/3, Semidec
Manastur,149900,,False,3,57.0, 2/3, Circular]
Manastur,90000,,False,2,35.0, 3/4, Semidec
Manastur,160000,,False,3,65.0, 5/10, Dec
Manastur,115000,,False,2,54.0, Parter/8, Dec
Andrei Muresanu,195000,,False,2,50.0, 9/10, Semidec
Marasti,209000,,False,3,65.0, 1/4, Dec
Central,92000,,False,1,32.0, 8/8, Semidec
Gheorgheni,210000,,False,2,61.0, 4, Dec
Grigorescu,197200,,True,3,67.0, 3/4, Semidec
Manastur,137999,Comision 0%,False,2,56.05, 1/4, Semidec
Gheorgheni,209525,Comision 0%,False,2,66.1, 4, Semidec
Zorilor,179000,,False,4,82.0, 3/4, Dec
Gara,115000,,False,1,36.0, 8/8, Dec
Manastur,268900,,False,2,49.0, 13/25, Semidec
Manastur,140000,,False,3,69.0, 4/4, Dec
Plopilor,235000,,False,4,100.0, Parter/10, Dec
Iris,131000,,False,2,53.4, 4/5, Semidec
Gheorgheni,289000,,False,2,57.0, 4/6, Semidec
Marasti,289000,,False,2,57.0, 4/6, Semidec
Zorilor,129000,,False,1,40.0, 3/4, Dec
Manastur,195000,,False,4,76.0, 3/4, Dec
Central,110000,,False,1,44.0, Parter/1, Semidec
Andrei Muresanu,230000,,False,3,71.0, Parter, Semidec
Dambul Rotund,85300,,False,2,46.11, 1/6, Semidec
Gheorgheni,183077,Comision 0%,False,2,58.8, 4, Semidec
Zorilor,120000,,False,1,40.0, 2/10, Dec
Gruia,92000,,False,1,38.0, 3/3, Dec
Marasti,58000,,False,1,22.0, 4/4, Dec
Dambul Rotund,129000,,False,2,41.0, 1/4, Semidec
Plopilor,170000,,False,3,63.0, 4/4, Dec
Manastur,170000,,False,3,68.0, 4/4, Dec
Central,349000,,False,3,83.0, 1/1, Semidec
Gheorgheni,190000,,False,3,60.0, Parter/4, Dec
Ultracentral,199000,,False,1,55.0, 1/1, Semidec
Zorilor,248000,,False,4,78.0, 3/4, Dec
Zorilor,248000,,False,4,80.0, 3/4, Dec
Manastur,89890,,False,2,35.0, 3/4, Semidec
Manastur,107000,,False,3,80.0, 4/4, Dec
Iris,57000,,False,1,34.0, Mansarda/1, Semidec
Dambul Rotund,42000,,False,1,21.0, 1/4, Semidec
Gara,180000,,False,3,75.0, 6/6, Dec
Ultracentral,295000,Comision 0%,False,2,115.0, 1/1, Semidec
Marasti,145000,,False,3,65.0, 4/4, Dec
Manastur,136000,,False,3,64.0, 5/10, Dec
Marasti,550000,,False,4,138.0, 4/6, Dec
Manastur,89370,,False,2,53.0, 1/2, Semidec
Marasti,170000,,False,2,59.0, 2/3, Semidec
Iris,165000,,False,3,65.0, 1/2, Semidec
Grigorescu,185000,,False,3,85.0, 4/4, Dec
Manastur,123000,,False,3,54.57, 7/10, Dec
Zorilor,295000,Comision 0%,False,3,82.0, Parter/10, Dec
Borhanci,149000,,False,2,54.0, 3/3, Semidec
Marasti,198300,,True,3,70.0, 2/7, Semidec
Manastur,180000,,False,3,83.0, 2/4, Dec
Grigorescu,337000,,False,4,120.0, Parter/1, Semidec
Europa,270000,,False,4,117.0, Demisol/2, Semidec
Buna Ziua,270000,,False,4,117.0, Demisol/4, Semidec
Andrei Muresanu,117000,,False,1,38.0, 3/3, Dec
Manastur,129900,,False,3,60.0, 4/4, Semidec
Zorilor,300000,,False,3,88.0, 1/2, Semidec
Manastur,141879,Comision 0%,False,2,50.0, 1/2, Semidec
Iris,155000,,False,3,62.0, 1/3, Semidec
Zorilor,121000,,False,2,52.0, Parter/4, Dec
Campului,220000,,False,4,100.0, Mansarda/1, Semidec
Manastur,175000,,False,3,66.0, 2/10, Dec
Manastur,115000,,False,3,66.0, Parter/4, Dec
Buna Ziua,275000,,False,4,96.0, Parter/3, Dec
Dambul Rotund,135000,,False,2,47.0, 1/5, Semidec
Dambul Rotund,149990,Comision 0%,False,2,52.5, 1/5, Dec
Iris,150000,,False,2,48.0, 1/4, Semidec
Manastur,135000,,False,2,50.0, 4/4, Dec
Iris,124000,,False,2,38.0, Parter/7, Semidec
Gheorgheni,192000,,False,3,61.0, 1/4, Dec
Buna Ziua,356000,,False,4,153.0, 4/4, Semidec
Gheorgheni,210000,,False,2,61.0, 4/10, Semidec
Zorilor,132000,,False,1,40.0, 1/10, Dec
Manastur,125000,,False,2,52.0, 9/10, Dec
Marasti,210000,Comision 0%,False,3,78.0, 6/9, Dec
Manastur,150000,,False,3,60.0, 2/7, Semidec
Manastur,125000,,False,2,56.0, 1/3, Dec
Manastur,145000,,False,3,62.0, Parter/4, Dec
Gheorgheni,295000,,False,3,114.0, 1/8, Semidec
Marasti,130000,,False,2,49.0, 4/4, Dec
Grigorescu,165000,,False,3,58.5, Parter/2, Semidec
Marasti,199000,Comision 0%,False,3,76.0, 6/10, Dec
Marasti,162000,,False,2,57.0, 6/7, Dec
Gheorgheni,180206,Comision 0%,False,2,56.0, 4, Semidec
Manastur,200000,,False,4,92.0, 1/8, Dec
Central,150000,,False,2,50.0, Parter/1, Semidec
Dambul Rotund,130000,,False,2,53.5, 3/6, Semidec
Gruia,252000,,False,3,106.35, Parter/2, Dec
Manastur,110000,,False,4,54.0, 4/4, Nedec
Gheorgheni,179000,,False,3,62.0, 3/4, Dec
Europa,299000,,False,3,105.0, 1/2, Semidec
Manastur,155000,,False,3,70.0, 4/4, Dec
Manastur,165000,,False,3,75.0, 2/3, Semidec
Manastur,155000,,False,3,67.0, 3/9, Dec
Manastur,190000,Comision 0%,False,4,83.0, 2/4, Dec
Central,300000,,False,3,108.0, 2/3, Semidec
Central,174999,,False,3,65.0, 1/3, Semidec
Ultracentral,349000,,False,3,81.0, 2/2, Semidec
Central,185000,,False,2,48.0, 5/6, Semidec
Zorilor,225000,,False,4,82.0, 3/4, Dec
Horea,118000,,False,2,45.76, 1/1, Dec
Marasti,195000,,False,3,67.0, 2/2, Semidec
Iris,289000,,False,4,94.0, 10/10, Dec
Central,170000,,False,3,60.0, 8/11, Semidec
Marasti,210000,,False,3,67.0, 9/10, Dec
Manastur,139900,Comision 0%,False,3,64.0, 4/4, Dec
Campului,189990,,False,3,98.0, 4/5, Semidec
Gara,95500,,True,1,37.0, 1/7, Dec
Iris,155000,,False,2,53.0, 2/2, Semidec
Aurel Vlaicu,180000,,False,3,66.0, 3/8, Dec
Manastur,157000,,False,3,60.0, 4/5, Semidec
Manastur,174990,,False,4,78.0, 2/4, Dec
Manastur,175000,,False,4,80.0, 2/4, Dec
Intre Lacuri,114345,,False,2,58.5, 1/6, Dec
Gara,95000,,False,2,45.0, 2/4, Semidec
Gheorgheni,172434,Comision 0%,False,2,55.9, 4, Semidec
Gheorgheni,173000,,False,2,54.0, 3/7, Semidec
Buna Ziua,300000,,False,3,85.0, 8/9, Semidec
Europa,270000,Comision 0%,False,4,115.0, 1/4, Dec
Manastur,109999,,False,2,58.0, 1/5, Semidec
Manastur,205000,,False,4,93.0, 1/8, Dec
Manastur,166000,,False,4,78.0, 3/4, Dec
Andrei Muresanu,245000,,False,3,90.0, 1/2, Semidec
Zorilor,167000,,False,3,61.0, Parter/4, Dec
Manastur,149900,,False,3,65.0, Parter/4, Semidec
Andrei Muresanu,299000,,False,3,85.0, 1/3, Dec
Gheorgheni,306000,,False,2,57.0, 4/6, Semidec
Zorilor,252000,,True,3,88.0, 8/10, Semidec
Manastur,91900,,False,2,41.0, 1/4, Semidec
Iris,285000,,False,4,94.0, 10/10, Semidec
Europa,399000,,False,4,100.07, Parter/2, Semidec
Central,149500,,False,2,50.0, Parter, Dec
Iris,169500,,False,2,56.5, 5/6, Semidec
Central,155000,,False,2,60.0, Parter/1, Dec
Bulgaria,178000,,False,3,73.0, 5/6, Semidec
Dambul Rotund,132000,,False,3,71.0, 5/6, Dec
Marasti,182000,,False,3,70.0, 3/7, Semidec
Grigorescu,140000,,False,3,82.0, 7/10, Semidec
Intre Lacuri,129000,,False,2,63.0, Mansarda/4, Semidec
Calea Turzii,184500,,False,2,55.0, 2/6, Semidec
Buna Ziua,140000,,False,2,42.18, 2/2, Semidec
Central,264000,,False,3,110.0, 2, Circular]
Dambul Rotund,120000,Comision 0%,False,2,48.0, 6/6, Semidec
Zorilor,220000,,False,3,100.0, Parter/3, Dec
Dambul Rotund,119500,,False,3,50.0, Parter/3, Semidec
Central,340000,,False,3,86.5, 1/1, Dec
Semicentral,154600,,True,3,68.7, 1/6, Semidec
Central,124000,,False,1,52.0, 1/1, Dec
Marasti,135000,,False,2,62.0, 5/5, Dec
Plopilor,170000,,False,3,63.0, 4/4, Dec
Marasti,150000,,False,2,54.0, Parter, Dec
Marasti,157000,,False,3,75.0, 5/6, Dec
Manastur,220000,,False,3,77.0, 1/2, Semidec
Marasti,220000,,False,4,89.0, 2/4, Semidec
Gruia,224000,,False,2,76.31, 2/4, Semidec
Zorilor,140000,,False,3,66.0, 4/4, Dec
Dambul Rotund,115000,,False,2,49.0, Parter/6, Semidec
Gheorgheni,137500,,False,2,46.0, 6/10, Semidec
Zorilor,160000,,False,3,65.0, 1/4, Dec
Grigorescu,170000,,False,3,69.0, 4/4, Dec
Manastur,130000,,False,3,60.0, 4/4, Semidec
Gheorgheni,215000,,False,3,61.0, 1/4, Dec
Manastur,107000,,False,2,40.0, 4/4, Dec
Buna Ziua,175000,,False,3,80.0, 4/4, Dec
Iris,149999,,False,2,53.0, 1/6, Semidec
Iris,69000,,False,1,32.0, Parter/3, Dec
Ultracentral,189000,,False,3,65.0, 1/1, Dec
Manastur,229000,,False,4,93.0, 1/8, Dec
Central,155000,,False,2,46.0, 5/6, Dec
Gheorgheni,365000,,False,4,120.0, Ultimele 2 e/7, Semidec
Manastur,130000,,False,2,52.0, 9/10, Dec
Manastur,130000,,False,3,67.0, 10/10, Dec
Marasti,191000,,False,3,88.0, 3/6, Semidec
Zorilor,165000,,False,3,61.0, Parter/3, Semidec
Zorilor,228000,,False,4,83.0, 1/5, Semidec
Zorilor,130000,,False,2,55.0, 4/4, Dec
Grigorescu,215000,,False,3,69.0, Parter/3, Dec
Manastur,132000,Comision 0%,False,3,65.0, Parter/4, Dec
Grigorescu,228350,,True,3,80.0, 2/4, Semidec
Manastur,125000,,False,2,55.0, 2/5, Dec
Andrei Muresanu,230000,,False,3,77.0, Parter, Semidec
Manastur,110000,,False,2,54.0, 3/3, Semidec
Iris,81500,,False,2,37.12, 4/5, Semidec
Europa,160000,,False,3,57.0, 6/7, Semidec
Manastur,195000,,False,3,70.0, 4/8, Semidec
Marasti,73500,,False,1,28.0, 4/4, Dec
Manastur,109990,Comision 0%,False,3,61.0, 5/5, Semidec
Manastur,159000,,False,3,81.0, 10/10, Dec
Iris,69000,,False,1,32.0, Parter/4, Dec
Iris,180000,,False,3,55.0, 3/10, Semidec
Marasti,210000,,False,3,78.0, 6/10, Dec
Manastur,180000,,False,4,78.0, 4/4, Semidec
Semicentral,99000,,False,1,30.0, 2/2, Dec
Buna Ziua,157000,,False,2,59.0, 3/7, Semidec
Manastur,104990,Comision 0%,False,2,62.0, Demisol/3, Dec
Manastur,155000,,False,3,65.0, 4/4, Dec
Europa,190000,,False,2,57.0, 6/7, Semidec
Andrei Muresanu,229000,,False,3,71.0, 2/2, Semidec
Manastur,225000,,False,3,75.2, 6/8, Semidec
Central,155000,,False,3,75.0, Ultimele 2 e/2, Semidec
Manastur,149999,,False,3,63.0, 1/4, Semidec
Buna Ziua,138900,,False,2,53.0, 1/3, Dec
Gheorgheni,154900,,False,3,63.0, Parter/4, Semidec
Marasti,106900,,False,2,49.0, 10/10, Dec
Gruia,164000,,False,3,70.0, 2/4, Dec
Plopilor,210000,,False,3,73.0, 7/8, Dec
Gheorgheni,155000,,False,3,69.0, 3/10, Dec
Dambul Rotund,43000,,False,1,21.0, 3/4, Dec
Manastur,127000,,False,3,66.0, Parter/4, Dec
Iris,227000,,False,3,65.0, Parter/4, Semidec
Manastur,146000,,True,1,45.0, 3/25, Semidec
Borhanci,249000,,False,3,80.0, 3/3, Semidec
Borhanci,249000,,False,3,69.0, 3/4, Semidec
Manastur,115000,,False,2,51.0, 3/10, Dec
Marasti,167000,,False,2,55.0, 6/8, Semidec
Manastur,155000,,False,2,55.0, 1/4, Semidec
Iris,163000,,False,3,63.0, 3/7, Semidec
Gheorgheni,109900,,False,2,51.0, Parter/4, Semidec
Central,195600,,True,3,68.0, 1/7, Semidec
Manastur,135000,,False,2,50.0, 4/4, Dec
Sopor,165000,,False,3,71.34, 2/6, Semidec
Manastur,160000,,False,4,79.0, 4/4, Dec
Iris,72500,,False,2,39.0, 2/4, Semidec
Buna Ziua,94900,Comision 0%,False,2,60.0, 3/3, Semidec
Manastur,140000,,False,4,65.0, 2/10, Dec
Buna Ziua,139000,,False,3,55.0, 2/2, Semidec
Ultracentral,168000,,False,2,44.0, Parter, Semidec
Semicentral,100000,,False,1,30.0, 2/2, Dec
Aurel Vlaicu,185000,,False,3,68.0, 7/8, Dec
Gara,119000,,True,2,59.0, Parter/4, Semidec
Iris,149900,,False,2,52.5, 1/5, Dec
Andrei Muresanu,450000,,False,4,170.0, 3/3, Dec
Manastur,168000,,False,4,86.0, 3/4, Dec
Manastur,118000,,False,3,52.0, 11/12, Semidec
Buna Ziua,94000,,False,3,52.0, Demisol/3, Semidec
Marasti,159000,,False,3,65.0, 3/4, Dec
Manastur,123500,,False,3,55.0, 7/10, Dec
Manastur,193000,,False,3,68.0, 6/8, Dec
Gara,171500,,True,3,74.0, 1/7, Nedec
Zorilor,300000,,False,3,88.0, 8/10, Semidec
Manastur,159900,,False,3,81.0, 10, Dec
Manastur,145000,,False,4,76.0, 4/4, Dec
Dambul Rotund,118000,,True,2,45.0, 1/6, Semidec
Zorilor,125000,,False,1,37.0, 1/4, Dec
Dambul Rotund,125000,,False,2,57.0, 4/6, Semidec
Marasti,199000,,False,3,66.0, 6/6, Semidec
Manastur,139000,,False,3,72.0, 4/4, Semidec
Buna Ziua,590000,,False,4,200.0, 3/4, Semidec
Manastur,138000,,False,3,57.0, 2/4, Semidec
Plopilor,291000,,False,3,74.0, 1/9, Dec
Buna Ziua,260000,,False,3,68.0, 4/10, Dec
Iris,88578,Comision 0%,False,3,56.24, 1/4, Dec
Marasti,142000,,False,3,65.0, 4/4, Dec
Gruia,44000,,False,1,18.0, 1/2, Semidec
Marasti,209000,,False,3,77.0, 6/15, Dec
Zorilor,222000,,False,3,74.0, 5/8, Dec
Manastur,140000,,False,3,53.0, Parter/4, Semidec
Campului,195000,,False,3,78.0, 2/3, Semidec
Europa,420000,,False,4,105.09, 2/2, Semidec
Iris,163000,,False,3,63.0, 3/7, Semidec
Marasti,242000,,False,3,68.0, 3/3, Semidec
Manastur,125000,,False,2,52.0, 9/10, Dec
Manastur,157900,,False,4,80.0, 8/8, Dec
Marasti,167000,,False,2,56.0, 6/7, Dec
Manastur,95000,,False,1,37.0, 2/4, Semidec
Manastur,95000,,False,1,35.0, 2/3, Semidec
Gheorgheni,150000,,False,2,38.0, 3/11, Semidec
Buna Ziua,260000,,False,3,78.0, 4/10, Dec
Zorilor,125000,,False,2,46.33, 7/14, Semidec
Manastur,121000,,False,3,54.0, 1/3, Semidec
Grigorescu,238400,,True,3,85.73, 2/4, Semidec
Zorilor,300000,,False,3,95.0, 1/2, Dec
Manastur,132000,Comision 0%,False,2,60.0, 5/7, Semidec
Central,285000,,False,3,110.0, Parter/2, Semidec
Marasti,400000,,True,4,110.0, 5/7, Dec
Buna Ziua,199500,Comision 0%,False,3,98.0, 3/3, Semidec
Intre Lacuri,192000,,False,2,52.0, 2/3, Semidec
Manastur,158000,,False,3,70.0, 3/4, Dec
Manastur,157000,,False,4,80.0, 4, Dec
Semicentral,130000,Comision 0%,False,2,58.0, Mansarda/3, Dec
Plopilor,255420,,False,3,74.5, 2/10, Semidec
Marasti,189000,,False,3,65.0, 9/9, Semidec
Manastur,165000,,False,2,52.0, 1/10, Dec
Semicentral,240000,,False,3,98.0, 1/7, Dec
Manastur,142000,,False,3,56.0, 2/4, Semidec
Zorilor,254000,,False,3,80.0, Parter/10, Dec
Marasti,250000,,False,4,100.0, 2/8, Semidec
Intre Lacuri,158000,,False,3,65.0, Parter/4, Dec
Gara,115000,Comision 0%,False,1,36.6, 8/8, Dec
Marasti,237900,,False,2,62.0, 6/9, Dec
Plopilor,173000,,False,2,58.0, 2/6, Semidec
Manastur,158000,,False,3,68.0, 3/4, Dec
Dambul Rotund,125000,,False,2,58.0, 4/6, Semidec
Iris,110000,,False,2,43.0, 5/7, Semidec
Zorilor,120000,Comision 0%,False,2,52.0, Parter/4, Dec
Gheorgheni,175000,,False,3,64.0, 1/2, Semidec
Zorilor,121500,,False,2,52.0, Parter/4, Dec
Marasti,179000,,False,3,66.0, 3/4, Dec
Semicentral,87000,,False,2,38.0, 3/3, Semidec
Grigorescu,100000,,False,2,50.0, 10/10, Dec
Buna Ziua,153000,,False,2,51.0, 1/6, Semidec
Europa,191000,,False,2,68.0, 3/6, Semidec
Manastur,259946,,True,4,139.36, 3/3, Semidec
Marasti,180000,,False,2,65.0, 5/8, Dec
Manastur,100000,,False,2,38.0, Parter/5, Semidec
Marasti,160000,,False,3,80.3, 1/3, Semidec
Manastur,142000,,False,3,57.0, 2/4, Semidec
